id,timestamp,BTC,ETH,SOL,XRP,DOGE,LINK,ADA
0,1634256000000,57078.5,3769.6,148.055,1.1147,0.2299,26.296,2.1539
1,1634259600000,57281.0,3752.7,148.31,1.1158,0.2296,26.212,2.1523
2,1634263200000,59118.0,3836.45,150.645,1.1365,0.2338,26.781,2.1806
3,1634266800000,59425.0,3824.8,150.96,1.136,0.2338,26.859,2.1766
4,1634270400000,59600.0,3826.8,154.795,1.1377,0.2329,26.78,2.2001
5,1634274000000,59583.5,3853.7,154.905,1.1459,0.235,26.889,2.2097
6,1634277600000,59690.5,3834.0,161.955,1.139,0.2329,26.772,2.1981
7,1634281200000,59300.5,3810.4,161.58,1.1428,0.2314,26.938,2.2
8,1634284800000,58988.5,3766.4,159.5,1.1164,0.2272,26.307,2.1603
9,1634288400000,59386.5,3785.95,160.155,1.1176,0.2277,26.403,2.1558
10,1634292000000,59291.0,3785.15,159.385,1.1166,0.2277,26.413,2.1568
11,1634295600000,59560.5,3783.85,158.11,1.1193,0.2287,26.557,2.1646
12,1634299200000,59311.5,3772.1,158.575,1.1167,0.2278,26.434,2.1556
13,1634302800000,60000.0,3817.15,159.635,1.1237,0.2295,26.557,2.1667
14,1634306400000,60067.5,3811.85,160.555,1.124,0.23,26.36,2.1722
15,1634310000000,60039.5,3791.25,159.3,1.1269,0.2306,26.316,2.2216
16,1634313600000,61490.5,3869.2,161.965,1.1366,0.2342,26.833,2.2321
17,1634317200000,61769.5,3859.8,161.17,1.1361,0.233,27.022,2.2182
18,1634320800000,61657.5,3882.45,161.26,1.1482,0.2375,27.081,2.2267
19,1634324400000,61511.0,3852.35,160.51,1.1471,0.2396,27.067,2.2223
20,1634328000000,62625.5,3885.65,162.44,1.154,0.2393,27.307,2.2364
21,1634331600000,61313.0,3843.6,159.46,1.1391,0.2355,26.971,2.2148
22,1634335200000,61399.5,3851.95,161.95,1.14,0.2355,26.967,2.2182
23,1634338800000,61743.5,3871.5,163.195,1.1408,0.2341,27.021,2.2195
24,1634342400000,61480.0,3847.35,160.25,1.1395,0.2375,27.202,2.2265
25,1634346000000,61423.5,3836.95,158.92,1.139,0.2389,27.225,2.228
26,1634349600000,61689.0,3856.45,159.88,1.1434,0.2394,27.461,2.2343
27,1634353200000,61699.5,3845.0,158.83,1.1386,0.2372,27.137,2.2172
28,1634356800000,61824.5,3839.4,158.59,1.1416,0.2379,27.092,2.2168
29,1634360400000,62221.0,3858.8,159.255,1.1441,0.239,27.215,2.2154
30,1634364000000,61937.5,3853.1,159.795,1.1394,0.2387,27.228,2.2153
31,1634367600000,61795.5,3854.0,158.405,1.1393,0.2379,27.094,2.2087
32,1634371200000,61625.5,3945.8,160.755,1.1526,0.2392,27.742,2.2293
33,1634374800000,61528.0,3939.65,161.865,1.153,0.2408,28.0,2.2295
34,1634378400000,61640.0,3940.65,162.755,1.1618,0.2397,27.992,2.2323
35,1634382000000,61724.0,3963.1,162.415,1.1738,0.2415,28.12,2.2467
36,1634385600000,60779.5,3900.65,159.205,1.1459,0.2373,27.391,2.2011
37,1634389200000,61070.0,3922.35,160.185,1.1516,0.2387,27.945,2.2137
38,1634392800000,60983.0,3904.4,159.73,1.1547,0.2398,28.514,2.2146
39,1634396400000,60986.0,3912.45,159.75,1.1546,0.2407,28.358,2.2072
40,1634400000000,60715.0,3899.4,160.05,1.1544,0.2395,28.31,2.2083
41,1634403600000,60623.0,3872.3,159.07,1.1491,0.2385,27.928,2.193
42,1634407200000,61099.5,3871.9,159.08,1.1459,0.2381,27.876,2.1919
43,1634410800000,60894.5,3843.15,158.46,1.1462,0.2367,27.672,2.1842
44,1634414400000,61070.0,3832.2,158.945,1.1445,0.2376,27.634,2.1877
45,1634418000000,60724.5,3817.0,157.18,1.1343,0.2366,27.386,2.177
46,1634421600000,60844.0,3828.55,158.135,1.1392,0.2378,27.319,2.1842
47,1634425200000,60912.0,3832.5,157.72,1.1354,0.2376,27.245,2.1799
48,1634428800000,60983.0,3845.85,159.36,1.1328,0.237,27.291,2.1719
49,1634432400000,61147.5,3855.8,159.16,1.1355,0.2376,27.39,2.1794
50,1634436000000,61152.5,3854.25,159.855,1.1333,0.2367,27.223,2.1765
51,1634439600000,61177.0,3883.35,163.1,1.1365,0.2375,27.414,2.1814
52,1634443200000,60966.0,3878.45,163.3,1.1359,0.2373,27.499,2.182
53,1634446800000,60730.5,3858.5,161.215,1.1315,0.2363,27.342,2.1683
54,1634450400000,60781.5,3878.25,163.485,1.1354,0.2368,27.407,2.1744
55,1634454000000,60389.0,3881.15,162.28,1.1263,0.2359,27.23,2.1698
56,1634457600000,60729.0,3891.15,166.51,1.1309,0.237,27.424,2.1799
57,1634461200000,61260.0,3899.7,165.98,1.1355,0.2376,27.447,2.1863
58,1634464800000,61212.0,3892.15,166.3,1.1382,0.2373,27.46,2.1861
59,1634468400000,61034.5,3863.1,163.87,1.1327,0.2395,27.34,2.1725
60,1634472000000,60896.0,3856.9,164.85,1.1323,0.2389,27.191,2.1719
61,1634475600000,61049.5,3863.55,164.595,1.1333,0.239,27.268,2.1751
62,1634479200000,61085.0,3859.0,164.495,1.1308,0.2384,27.048,2.1694
63,1634482800000,60800.0,3789.3,160.835,1.1178,0.2362,26.612,2.1533
64,1634486400000,61019.5,3813.0,160.92,1.1241,0.2363,26.783,2.1557
65,1634490000000,61073.5,3805.95,160.145,1.1209,0.2367,26.73,2.1617
66,1634493600000,61040.0,3811.0,160.49,1.1214,0.2369,26.808,2.166
67,1634497200000,60585.0,3767.7,158.83,1.1097,0.2349,26.48,2.1508
68,1634500800000,59441.0,3701.3,155.365,1.059,0.2307,25.855,2.1198
69,1634504400000,60678.5,3766.95,158.555,1.0844,0.2342,26.278,2.1444
70,1634508000000,61340.0,3831.0,159.685,1.0936,0.2383,26.474,2.1477
71,1634511600000,61544.0,3850.0,160.215,1.0936,0.2378,26.55,2.1593
72,1634515200000,62467.0,3880.2,161.35,1.1029,0.2398,26.706,2.161
73,1634518800000,62083.0,3877.4,161.925,1.0996,0.2396,26.61,2.1555
74,1634522400000,62144.0,3865.7,161.715,1.1013,0.2391,26.617,2.1545
75,1634526000000,62117.0,3857.35,160.1,1.0966,0.2383,26.38,2.1456
76,1634529600000,62392.0,3869.3,160.49,1.0948,0.2405,26.52,2.1506
77,1634533200000,62360.5,3879.95,160.87,1.0954,0.2402,26.432,2.1572
78,1634536800000,62262.0,3867.1,160.315,1.0962,0.2407,26.377,2.1528
79,1634540400000,61900.0,3841.35,158.995,1.0925,0.241,26.186,2.1477
80,1634544000000,61819.5,3826.8,158.87,1.0862,0.25,26.179,2.1503
81,1634547600000,61272.5,3801.05,157.28,1.0876,0.2635,25.974,2.1387
82,1634551200000,61356.5,3790.05,158.3,1.0897,0.2625,26.062,2.1424
83,1634554800000,60989.5,3746.05,157.04,1.0838,0.259,25.784,2.1297
84,1634558400000,60665.0,3732.5,157.055,1.0812,0.2571,25.768,2.1239
85,1634562000000,61852.5,3808.05,159.39,1.0909,0.2573,26.182,2.145
86,1634565600000,62101.0,3788.05,157.425,1.0894,0.2542,25.889,2.1368
87,1634569200000,62003.5,3764.15,156.76,1.0898,0.2555,25.806,2.1316
88,1634572800000,61806.0,3733.4,156.44,1.0837,0.2547,25.497,2.1237
89,1634576400000,61717.5,3733.05,155.53,1.0809,0.2535,25.378,2.1144
90,1634580000000,61882.5,3736.75,157.275,1.0809,0.2553,25.527,2.1224
91,1634583600000,61466.0,3753.0,156.87,1.079,0.2524,25.656,2.1275
92,1634587200000,61412.5,3738.95,157.18,1.0826,0.2491,25.685,2.1332
93,1634590800000,61804.5,3751.1,156.635,1.0866,0.2473,25.671,2.1347
94,1634594400000,62068.5,3752.45,156.665,1.0865,0.2475,25.681,2.135
95,1634598000000,62033.5,3752.8,157.32,1.0839,0.2475,25.743,2.1299
96,1634601600000,61920.5,3758.05,156.435,1.082,0.2441,25.636,2.1239
97,1634605200000,61851.0,3790.05,157.29,1.0934,0.2467,25.968,2.1316
98,1634608800000,61812.5,3791.05,157.175,1.09,0.2473,25.965,2.1436
99,1634612400000,62614.0,3826.2,158.63,1.0981,0.2545,26.211,2.1553
100,1634616000000,62472.5,3820.1,158.21,1.0966,0.2517,26.06,2.1406
101,1634619600000,62500.5,3825.25,158.81,1.0957,0.2506,26.128,2.1318
102,1634623200000,62225.0,3787.35,157.24,1.089,0.2471,25.909,2.1273
103,1634626800000,62365.5,3810.55,157.82,1.0928,0.2493,25.947,2.1368
104,1634630400000,62609.5,3812.0,157.725,1.0911,0.2482,25.988,2.1319
105,1634634000000,62171.0,3795.3,157.105,1.0873,0.2468,25.895,2.125
106,1634637600000,62297.0,3794.0,156.91,1.0878,0.2472,25.804,2.1282
107,1634641200000,62200.0,3801.7,157.115,1.0891,0.2471,25.922,2.1312
108,1634644800000,62289.5,3802.65,157.425,1.0897,0.2466,25.978,2.1281
109,1634648400000,62633.5,3812.25,156.95,1.0906,0.2449,25.998,2.1291
110,1634652000000,62572.5,3803.25,156.21,1.0829,0.2435,25.697,2.1207
111,1634655600000,62446.5,3775.8,155.68,1.0794,0.2424,25.411,2.1133
112,1634659200000,63200.0,3809.05,156.055,1.0844,0.2444,25.656,2.1243
113,1634662800000,63428.0,3816.55,156.33,1.0899,0.244,25.765,2.1229
114,1634666400000,63453.0,3808.5,155.52,1.0872,0.2431,25.674,2.1136
115,1634670000000,64229.0,3821.3,154.695,1.0795,0.2419,25.601,2.1031
116,1634673600000,64120.5,3810.85,153.89,1.078,0.2429,25.471,2.0966
117,1634677200000,64073.5,3815.45,154.605,1.0856,0.2453,25.574,2.1014
118,1634680800000,64121.0,3883.65,156.875,1.0911,0.2456,25.911,2.1112
119,1634684400000,64264.5,3881.6,156.055,1.092,0.2458,25.945,2.1137
120,1634688000000,64113.0,3874.7,156.625,1.0973,0.2437,26.014,2.1061
121,1634691600000,63878.5,3860.75,156.24,1.0945,0.2435,26.07,2.1028
122,1634695200000,63840.5,3850.6,156.395,1.0966,0.2426,26.019,2.1014
123,1634698800000,63900.0,3848.5,155.975,1.1007,0.2431,25.97,2.0962
124,1634702400000,64056.5,3862.0,156.325,1.1045,0.2437,26.061,2.104
125,1634706000000,63807.5,3843.2,155.835,1.0992,0.2451,25.987,2.101
126,1634709600000,63850.0,3841.0,156.1,1.1015,0.2446,25.957,2.0992
127,1634713200000,64040.0,3861.85,156.615,1.1013,0.245,26.06,2.1061
128,1634716800000,64065.0,3854.0,156.825,1.1156,0.2449,26.094,2.1092
129,1634720400000,64066.0,3873.4,157.44,1.1073,0.2446,26.139,2.1203
130,1634724000000,63914.0,3855.8,158.295,1.1059,0.2441,25.998,2.1297
131,1634727600000,63877.5,3863.6,160.225,1.1105,0.2442,26.065,2.145
132,1634731200000,64401.5,3938.25,160.59,1.12,0.2462,26.414,2.1584
133,1634734800000,66150.0,4013.8,162.2,1.1294,0.2498,26.749,2.169
134,1634738400000,66799.5,4056.05,164.055,1.1372,0.2525,26.887,2.1966
135,1634742000000,66934.5,4085.85,168.985,1.1434,0.2523,27.175,2.197
136,1634745600000,66530.0,4083.6,172.48,1.1432,0.2566,27.299,2.1958
137,1634749200000,66477.0,4080.95,172.545,1.1414,0.2539,27.229,2.1887
138,1634752800000,66741.0,4127.75,174.005,1.1496,0.2551,27.474,2.1952
139,1634756400000,66456.0,4106.45,173.22,1.1505,0.2577,27.409,2.1959
140,1634760000000,66100.5,4113.45,173.25,1.1428,0.2557,27.396,2.1861
141,1634763600000,65918.0,4121.3,172.595,1.1407,0.2559,27.506,2.1893
142,1634767200000,66020.5,4129.2,172.085,1.1352,0.2541,27.312,2.1816
143,1634770800000,66055.0,4164.25,176.81,1.1459,0.255,27.51,2.1909
144,1634774400000,65799.0,4197.15,185.665,1.1554,0.2555,27.7,2.2351
145,1634778000000,65150.5,4202.4,184.93,1.1464,0.2536,27.665,2.2331
146,1634781600000,65027.0,4198.4,184.93,1.1453,0.2539,27.62,2.2308
147,1634785200000,65154.0,4191.3,184.63,1.1464,0.2535,27.604,2.2295
148,1634788800000,65104.5,4173.95,182.935,1.1462,0.2529,27.573,2.2369
149,1634792400000,64925.0,4180.25,183.505,1.1446,0.2537,27.669,2.2747
150,1634796000000,64721.0,4160.0,183.42,1.14,0.2522,27.536,2.2443
151,1634799600000,65100.5,4168.05,187.225,1.1393,0.2523,27.724,2.2622
152,1634803200000,65942.5,4202.05,191.35,1.1487,0.2539,28.121,2.2636
153,1634806800000,66244.5,4308.5,191.875,1.1609,0.2553,28.574,2.2855
154,1634810400000,65684.0,4317.45,191.7,1.1566,0.2566,28.621,2.2866
155,1634814000000,64923.5,4221.25,187.315,1.1333,0.2508,28.031,2.235
156,1634817600000,65134.5,4235.15,187.005,1.136,0.2525,28.467,2.2499
157,1634821200000,64798.0,4220.75,187.465,1.1303,0.2512,28.227,2.235
158,1634824800000,63714.5,4119.05,183.93,1.1103,0.2465,28.691,2.195
159,1634828400000,63029.5,4094.95,182.805,1.1128,0.2451,28.831,2.1723
160,1634832000000,62876.5,4061.8,181.285,1.0993,0.2438,28.322,2.1535
161,1634835600000,62562.5,4049.05,181.505,1.0966,0.2438,28.248,2.1488
162,1634839200000,62788.5,4067.25,182.865,1.096,0.2446,28.326,2.1563
163,1634842800000,62879.5,4084.7,184.8,1.0991,0.2447,28.359,2.1594
164,1634846400000,62720.0,4095.85,184.51,1.0994,0.2446,28.283,2.1551
165,1634850000000,62760.0,4094.95,188.12,1.1013,0.2452,28.632,2.1546
166,1634853600000,62502.5,4073.25,184.295,1.0946,0.2443,28.345,2.1384
167,1634857200000,62246.0,4057.05,190.5,1.0892,0.2427,28.311,2.137
168,1634860800000,62868.0,4123.35,200.26,1.1032,0.2454,29.536,2.1623
169,1634864400000,62651.0,4109.95,201.63,1.1003,0.2446,29.253,2.1561
170,1634868000000,62889.5,4115.7,199.67,1.1026,0.2448,29.281,2.1625
171,1634871600000,63271.0,4159.05,201.865,1.1081,0.2458,29.491,2.1821
172,1634875200000,63094.5,4154.1,202.895,1.1067,0.2457,29.18,2.1766
173,1634878800000,63064.5,4134.1,205.24,1.106,0.2461,29.088,2.1968
174,1634882400000,62765.0,4119.0,202.36,1.0996,0.2461,28.936,2.1865
175,1634886000000,63361.0,4144.65,203.36,1.1087,0.2476,29.234,2.1998
176,1634889600000,63547.5,4148.35,203.23,1.111,0.2484,29.397,2.2006
177,1634893200000,63314.0,4124.1,204.905,1.1043,0.247,29.247,2.1845
178,1634896800000,63236.5,4115.4,203.045,1.1039,0.2465,29.092,2.192
179,1634900400000,63349.0,4127.4,204.305,1.1049,0.2472,29.369,2.1933
180,1634904000000,63635.5,4144.05,209.92,1.1082,0.2466,29.757,2.1914
181,1634907600000,62471.0,4067.25,210.055,1.0925,0.2423,29.427,2.1606
182,1634911200000,61643.5,4028.45,210.11,1.1173,0.24,29.133,2.1636
183,1634914800000,60735.0,3970.15,206.625,1.0956,0.2395,28.666,2.1477
184,1634918400000,61200.0,3979.1,208.21,1.101,0.2398,28.75,2.1561
185,1634922000000,60650.0,3942.55,202.725,1.0874,0.2378,28.342,2.1474
186,1634925600000,60709.0,3961.25,201.25,1.0914,0.2412,28.512,2.1563
187,1634929200000,61080.0,3986.05,198.04,1.0961,0.2488,28.656,2.1637
188,1634932800000,60802.5,3980.6,196.54,1.0926,0.2484,28.614,2.1617
189,1634936400000,60460.5,3952.4,195.055,1.0809,0.2445,28.25,2.1498
190,1634940000000,60700.0,3973.9,197.465,1.0904,0.2461,28.684,2.1597
191,1634943600000,60760.0,3973.65,196.365,1.0902,0.2448,28.692,2.1578
192,1634947200000,61220.0,4004.8,198.055,1.0938,0.2447,28.742,2.1607
193,1634950800000,61096.5,4012.8,196.605,1.091,0.2443,28.649,2.157
194,1634954400000,61162.5,4033.85,202.035,1.0927,0.2458,28.732,2.1612
195,1634958000000,61261.5,4025.75,202.99,1.093,0.2462,28.906,2.1602
196,1634961600000,61227.5,4040.05,203.52,1.0956,0.2469,29.006,2.1654
197,1634965200000,61023.0,4013.45,201.205,1.0909,0.2458,29.113,2.1548
198,1634968800000,61055.0,4028.0,201.145,1.0924,0.2455,29.854,2.1593
199,1634972400000,60921.5,4014.55,201.62,1.0923,0.2482,30.108,2.1663
200,1634976000000,61110.0,4024.2,202.595,1.0928,0.2474,30.387,2.1679
201,1634979600000,60720.5,4000.8,200.225,1.0884,0.2462,30.284,2.1571
202,1634983200000,60141.5,3957.9,198.485,1.0824,0.2438,29.721,2.1441
203,1634986800000,61572.0,4040.8,202.47,1.0939,0.2461,31.029,2.1648
204,1634990400000,61564.5,4042.65,201.785,1.0913,0.246,30.661,2.1565
205,1634994000000,61382.5,4031.5,199.34,1.0893,0.2452,30.629,2.1545
206,1634997600000,61098.0,4030.0,197.93,1.0928,0.2458,30.726,2.1532
207,1635001200000,61465.0,4089.8,199.375,1.097,0.2468,31.297,2.1646
208,1635004800000,61180.0,4088.9,198.605,1.0892,0.2468,30.853,2.1561
209,1635008400000,61270.0,4109.05,195.83,1.0881,0.2507,30.646,2.1539
210,1635012000000,61340.5,4114.25,195.31,1.0871,0.2499,30.691,2.1552
211,1635015600000,61080.5,4087.5,194.01,1.0876,0.2475,30.63,2.148
212,1635019200000,61148.0,4090.75,196.39,1.0887,0.2485,30.799,2.1512
213,1635022800000,61082.5,4092.65,196.1,1.0904,0.2494,30.66,2.1557
214,1635026400000,61069.0,4119.0,196.66,1.0891,0.2492,30.833,2.1587
215,1635030000000,61357.0,4171.25,197.93,1.0946,0.2515,31.403,2.1672
216,1635033600000,61175.5,4147.25,197.425,1.0923,0.2503,30.901,2.1604
217,1635037200000,61101.5,4137.0,198.125,1.0934,0.2497,30.74,2.1621
218,1635040800000,61267.0,4145.45,196.99,1.0922,0.2492,30.674,2.1608
219,1635044400000,61260.0,4136.35,196.87,1.0938,0.2504,30.552,2.158
220,1635048000000,61036.5,4109.35,196.045,1.0904,0.2493,30.35,2.1536
221,1635051600000,60999.5,4115.95,194.5,1.089,0.2499,30.315,2.154
222,1635055200000,60782.5,4091.55,193.52,1.0851,0.2488,30.208,2.1476
223,1635058800000,60780.5,4098.8,194.41,1.0848,0.2492,30.373,2.1446
224,1635062400000,60585.5,4077.2,194.005,1.0829,0.2471,30.274,2.1397
225,1635066000000,60868.0,4095.4,194.495,1.0867,0.2475,30.289,2.1416
226,1635069600000,61026.0,4096.25,194.335,1.0904,0.2476,30.241,2.1435
227,1635073200000,60363.0,4030.0,189.18,1.084,0.2641,29.756,2.1244
228,1635076800000,60450.0,4044.05,191.13,1.0837,0.2583,29.862,2.1271
229,1635080400000,60594.0,4050.9,190.6,1.0868,0.2589,29.863,2.1255
230,1635084000000,60161.5,4022.6,188.42,1.0835,0.2608,29.705,2.1181
231,1635087600000,59951.5,4003.5,186.775,1.0764,0.2537,29.4,2.1073
232,1635091200000,60393.5,4030.25,190.875,1.0786,0.2556,29.797,2.1185
233,1635094800000,60368.5,4025.6,189.4,1.0806,0.2571,29.697,2.12
234,1635098400000,60155.0,3997.95,188.295,1.0649,0.2617,29.109,2.104
235,1635102000000,60692.5,4046.4,191.59,1.0722,0.2628,29.414,2.1194
236,1635105600000,61186.0,4066.95,194.08,1.0773,0.26,29.485,2.1247
237,1635109200000,61009.5,4081.0,199.855,1.081,0.2661,29.57,2.1228
238,1635112800000,60957.5,4075.15,202.12,1.0826,0.2681,29.658,2.1225
239,1635116400000,60901.5,4085.25,202.315,1.0828,0.2763,29.723,2.1213
240,1635120000000,61827.5,4135.7,202.875,1.0971,0.2756,30.009,2.1369
241,1635123600000,61746.0,4119.75,201.2,1.093,0.2743,30.0,2.1335
242,1635127200000,61978.0,4135.95,200.455,1.0932,0.2748,30.231,2.1354
243,1635130800000,62136.0,4139.7,201.83,1.0917,0.2689,30.221,2.138
244,1635134400000,62086.0,4152.15,203.645,1.0926,0.2717,30.755,2.1399
245,1635138000000,61920.5,4130.0,207.91,1.0931,0.269,30.643,2.1404
246,1635141600000,62051.5,4130.6,209.06,1.0916,0.2691,30.556,2.1381
247,1635145200000,62673.5,4156.8,207.85,1.0966,0.2687,30.71,2.1513
248,1635148800000,62735.5,4128.55,212.08,1.0951,0.2666,31.348,2.1535
249,1635152400000,62781.5,4140.8,208.875,1.0927,0.266,31.647,2.1522
250,1635156000000,62792.0,4134.9,207.795,1.0912,0.2638,31.809,2.1442
251,1635159600000,62800.0,4130.0,207.99,1.0905,0.2622,31.777,2.1475
252,1635163200000,62749.5,4125.0,207.01,1.0896,0.2637,31.687,2.1416
253,1635166800000,63235.0,4160.65,208.405,1.0934,0.268,32.278,2.1466
254,1635170400000,63335.0,4152.5,213.7,1.094,0.2652,32.292,2.152
255,1635174000000,63610.0,4215.4,218.545,1.1033,0.2662,32.616,2.1747
256,1635177600000,63679.5,4235.3,216.82,1.1002,0.2637,32.198,2.1699
257,1635181200000,63112.0,4190.85,214.02,1.0956,0.2634,32.078,2.1682
258,1635184800000,63171.0,4216.6,211.925,1.0967,0.2632,32.46,2.1619
259,1635188400000,62700.5,4187.05,210.575,1.0929,0.2632,32.449,2.1524
260,1635192000000,62610.0,4185.0,211.75,1.0927,0.2656,32.512,2.1465
261,1635195600000,62892.5,4195.35,210.62,1.0927,0.2636,32.301,2.1468
262,1635199200000,63054.5,4223.0,211.61,1.0961,0.2654,32.486,2.1505
263,1635202800000,63108.0,4220.65,209.745,1.0954,0.2651,32.388,2.1456
264,1635206400000,63123.0,4243.65,211.215,1.1049,0.264,32.23,2.1656
265,1635210000000,62800.5,4223.05,208.77,1.1109,0.2641,32.0,2.1557
266,1635213600000,62813.5,4237.0,210.16,1.1203,0.2652,32.224,2.1898
267,1635217200000,62818.0,4227.85,208.84,1.1173,0.265,32.162,2.1832
268,1635220800000,62549.5,4209.05,206.705,1.1136,0.2634,31.98,2.1791
269,1635224400000,62463.5,4201.0,207.03,1.125,0.2637,32.0,2.185
270,1635228000000,62407.0,4193.7,206.83,1.1203,0.2647,31.935,2.1757
271,1635231600000,62502.5,4200.45,209.365,1.1261,0.2651,31.882,2.1818
272,1635235200000,62894.5,4216.05,208.905,1.1232,0.2702,32.087,2.1875
273,1635238800000,62700.0,4210.85,208.905,1.1197,0.2715,32.271,2.18
274,1635242400000,63006.0,4230.9,209.74,1.1221,0.2706,32.397,2.1851
275,1635246000000,62816.0,4217.45,207.705,1.1175,0.2725,32.084,2.1765
276,1635249600000,62531.0,4193.75,207.755,1.1148,0.2712,32.024,2.1697
277,1635253200000,62257.0,4187.65,206.965,1.1121,0.2675,31.852,2.1725
278,1635256800000,62030.0,4155.0,204.39,1.1033,0.2656,31.661,2.1548
279,1635260400000,62580.0,4189.4,206.685,1.1083,0.267,32.048,2.1632
280,1635264000000,62141.5,4167.5,204.875,1.1023,0.2654,31.639,2.1558
281,1635267600000,62511.0,4219.6,208.665,1.1125,0.2677,32.033,2.1738
282,1635271200000,62365.5,4213.0,206.975,1.1128,0.2666,32.713,2.1704
283,1635274800000,62069.5,4214.3,207.275,1.1161,0.267,33.469,2.1697
284,1635278400000,62161.0,4267.7,206.36,1.1597,0.2667,33.476,2.1943
285,1635282000000,60884.5,4208.3,202.865,1.1288,0.2621,32.73,2.1606
286,1635285600000,60320.0,4122.8,198.63,1.1045,0.2551,32.193,2.136
287,1635289200000,60310.5,4130.85,199.88,1.1074,0.2558,32.542,2.1394
288,1635292800000,60701.5,4163.1,203.835,1.1199,0.2577,32.668,2.1484
289,1635296400000,60578.0,4153.85,202.15,1.1171,0.258,32.647,2.143
290,1635300000000,60483.0,4185.05,201.855,1.1138,0.2572,32.994,2.1461
291,1635303600000,60773.0,4217.0,203.08,1.1128,0.259,33.349,2.1485
292,1635307200000,61233.0,4288.1,204.45,1.1165,0.2615,33.783,2.1553
293,1635310800000,60997.0,4278.1,202.99,1.1112,0.261,33.651,2.1458
294,1635314400000,60742.0,4245.05,199.385,1.1024,0.2573,33.061,2.1345
295,1635318000000,59990.0,4136.3,194.315,1.0807,0.2501,31.595,2.0999
296,1635321600000,59262.0,4048.4,192.205,1.0334,0.2372,30.53,2.0014
297,1635325200000,59010.0,4021.05,189.735,1.014,0.2362,29.723,1.9509
298,1635328800000,58970.0,4023.1,191.87,1.0193,0.2372,29.862,1.9799
299,1635332400000,58681.5,3996.55,190.0,1.0148,0.2369,29.513,1.9786
300,1635336000000,59066.5,4011.5,191.735,1.0256,0.2397,29.889,2.0032
301,1635339600000,59064.0,3997.8,189.615,1.0183,0.2377,29.473,1.9799
302,1635343200000,59204.5,4015.9,191.0,1.0303,0.2499,29.741,1.9944
303,1635346800000,58876.0,3996.95,189.165,1.021,0.2431,29.43,1.9672
304,1635350400000,58929.5,3981.95,189.285,1.0206,0.245,29.368,1.9744
305,1635354000000,58953.0,3988.25,188.445,1.0172,0.2472,29.364,1.9684
306,1635357600000,58787.5,3969.05,189.325,1.012,0.2453,29.005,1.9507
307,1635361200000,59098.0,4000.65,189.575,1.0135,0.2426,29.139,1.9419
308,1635364800000,58892.5,3983.95,188.62,1.0121,0.2412,29.33,1.9413
309,1635368400000,58801.5,3995.1,190.155,1.0137,0.2415,29.419,1.9534
310,1635372000000,58763.0,3975.3,183.745,1.0094,0.2389,29.411,1.9482
311,1635375600000,58481.5,3922.6,184.3,0.9939,0.2379,28.859,1.9116
312,1635379200000,58327.0,3917.6,182.16,0.9833,0.2337,28.72,1.9121
313,1635382800000,58945.0,3997.9,187.615,1.0055,0.2393,29.576,1.939
314,1635386400000,58940.0,3999.0,188.42,1.0034,0.236,29.512,1.938
315,1635390000000,58889.5,3997.45,186.91,1.005,0.2358,29.625,1.9326
316,1635393600000,58794.0,3997.4,187.61,1.0166,0.2401,29.706,1.915
317,1635397200000,59058.5,4022.75,190.96,1.0174,0.2731,30.482,1.9524
318,1635400800000,59054.0,4023.85,187.645,1.0407,0.2938,29.997,1.9456
319,1635404400000,59044.5,4011.3,186.82,1.0535,0.3284,29.751,1.9428
320,1635408000000,60559.0,4136.4,197.45,1.0733,0.3014,30.758,2.0539
321,1635411600000,61047.0,4162.85,197.185,1.0681,0.2996,30.72,2.0347
322,1635415200000,61052.5,4150.15,196.435,1.0555,0.2916,30.321,2.012
323,1635418800000,60968.5,4156.1,195.485,1.0583,0.2966,30.278,2.0
324,1635422400000,61110.0,4179.85,197.705,1.0631,0.3111,30.366,2.0198
325,1635426000000,61580.5,4194.0,199.04,1.0628,0.3042,30.539,2.0248
326,1635429600000,61520.0,4189.45,198.615,1.0594,0.3066,30.495,2.0314
327,1635433200000,61175.0,4154.8,197.295,1.0544,0.3196,30.165,2.0146
328,1635436800000,61227.5,4187.0,197.04,1.0575,0.3285,30.163,2.0116
329,1635440400000,61153.0,4224.75,196.905,1.0637,0.3278,30.226,2.0103
330,1635444000000,60186.0,4183.6,194.615,1.0501,0.3042,29.739,1.9803
331,1635447600000,61387.5,4263.25,198.275,1.0654,0.31,30.395,2.0079
332,1635451200000,61451.5,4254.55,197.77,1.063,0.301,30.406,2.0059
333,1635454800000,60776.0,4253.95,195.07,1.0574,0.301,30.111,1.9868
334,1635458400000,60628.0,4253.6,195.36,1.0597,0.2991,30.06,1.9941
335,1635462000000,60678.5,4286.4,195.41,1.059,0.3,30.199,1.9882
336,1635465600000,61460.5,4358.1,199.22,1.0703,0.3012,30.63,2.0125
337,1635469200000,61464.0,4357.55,202.48,1.079,0.2947,31.206,2.0248
338,1635472800000,61666.5,4366.85,202.2,1.0826,0.2999,31.54,2.0146
339,1635476400000,61704.5,4384.85,201.785,1.0771,0.2943,31.732,2.0218
340,1635480000000,61589.0,4359.25,200.73,1.0732,0.2958,31.808,2.0113
341,1635483600000,61000.0,4324.85,199.275,1.0632,0.2902,31.435,1.9966
342,1635487200000,61391.5,4346.3,200.19,1.0673,0.2938,31.613,2.0065
